GEOID,NAME,TotalE,TotalM,PovertyE,PovertyM,median_incomeE,median_incomeM,pct_pov,median_income
36047081800,"Census Tract 818, Kings County, New York",4409,453,1273,389,,,28.8727602630982,
36047089600,"Census Tract 896, Kings County, New York",3411,437,890,274,23104,4468,26.0920551158018,23104
36047092800,"Census Tract 928, Kings County, New York",2680,351,312,119,25995,3839,11.6417910447761,25995
36047096400,"Census Tract 964, Kings County, New York",2212,337,489,257,29432,5551,22.1066907775769,29432
36047096600,"Census Tract 966, Kings County, New York",2359,261,254,138,,,10.7672742687579,
36047111800,"Census Tract 1118, Kings County, New York",2986,537,1063,441,31221,5606,35.5994641661085,31221
36047115000,"Census Tract 1150, Kings County, New York",2776,343,824,254,,,29.6829971181556,
36047119000,"Census Tract 1190, Kings County, New York",2611,329,1163,311,,,44.5423209498277,
36055002400,"Census Tract 24, Monroe County, New York",2999,333,1103,317,,,36.7789263087696,
36055003805,"Census Tract 38.05, Monroe County, New York",7141,664,1179,294,,,16.5102926760958,
36055005600,"Census Tract 56, Monroe County, New York",2401,325,1264,312,,,52.6447313619325,
36055006900,"Census Tract 69, Monroe County, New York",2128,325,1033,341,13613,1345,48.5432330827068,13613
36055010100,"Census Tract 101, Monroe County, New York",3662,190,216,78,,,5.89841616602949,
36051030100,"Census Tract 301, Livingston County, New York",4207,23,243,87,,,5.77608747325885,
36051030400,"Census Tract 304, Livingston County, New York",3552,412,864,231,,,24.3243243243243,
36055002200,"Census Tract 22, Monroe County, New York",2735,452,1129,401,,,41.2797074954296,
36071013300,"Census Tract 133, Orange County, New York",7497,358,455,369,41849,8009,6.06909430438842,41849
36071015004,"Census Tract 150.04, Orange County, New York",6727,479,4359,754,18768,3816,64.7985729151182,18768
36073040802,"Census Tract 408.02, Orleans County, New York",3754,200,559,164,,,14.8907831646244,
36075020800,"Census Tract 208, Oswego County, New York",3648,37,446,162,27026,3303,12.2258771929825,27026
36075021501,"Census Tract 215.01, Oswego County, New York",2886,49,368,119,25744,2297,12.7512127512128,25744
36077590600,"Census Tract 5906, Otsego County, New York",1887,141,177,53,26571,2389,9.37996820349762,26571
36079010200,"Census Tract 102, Putnam County, New York",8148,290,901,500,39755,8265,11.0579283259696,39755
36079010400,"Census Tract 104, Putnam County, New York",3580,256,111,80,37175,9230,3.10055865921788,37175
36081043200,"Census Tract 432, Queens County, New York",1507,242,36,42,39091,4739,2.38885202388852,39091
36081083800,"Census Tract 838, Queens County, New York",6247,583,706,394,26197,3217,11.3014246838483,26197
36079011400,"Census Tract 114, Putnam County, New York",5085,353,105,71,46157,11192,2.06489675516224,46157
36079011500,"Census Tract 115, Putnam County, New York",6542,520,350,177,33855,5649,5.35004585753592,33855
36081006502,"Census Tract 65.02, Queens County, New York",3845,447,692,243,36986,7113,17.9973992197659,36986
36081009500,"Census Tract 95, Queens County, New York",2755,251,381,138,32593,5014,13.8294010889292,32593
36081011600,"Census Tract 116, Queens County, New York",2309,278,216,102,,,9.35469900389779,
36081012100,"Census Tract 121, Queens County, New York",2247,265,241,103,30799,1957,10.7254116599911,30799
36081014900,"Census Tract 149, Queens County, New York",2430,281,198,96,36206,4978,8.14814814814815,36206
36081016300,"Census Tract 163, Queens County, New York",3788,307,1000,271,16105,2307,26.3991552270327,16105
36081018000,"Census Tract 180, Queens County, New York",1456,225,316,175,25848,6236,21.7032967032967,25848
36081021400,"Census Tract 214, Queens County, New York",6415,667,1839,586,,,28.6671862821512,
36081026200,"Census Tract 262, Queens County, New York",1208,182,247,141,24840,4839,20.4470198675497,24840
36081028800,"Census Tract 288, Queens County, New York",4693,463,543,201,26240,3217,11.570424035798,26240
36081029700,"Census Tract 297, Queens County, New York",2128,234,454,212,29395,13310,21.3345864661654,29395
36081032000,"Census Tract 320, Queens County, New York",5330,774,1048,399,21529,3946,19.6622889305816,21529
36081035200,"Census Tract 352, Queens County, New York",3044,262,189,131,26816,4826,6.20893561103811,26816
36081038100,"Census Tract 381, Queens County, New York",7798,825,2093,658,18225,1320,26.8402154398564,18225
36081039900,"Census Tract 399, Queens County, New York",4181,540,814,323,22393,2224,19.4690265486726,22393
36081041400,"Census Tract 414, Queens County, New York",3677,406,559,168,24983,7638,15.2026108240413,24983
36081046300,"Census Tract 463, Queens County, New York",3985,554,992,380,22615,4200,24.8933500627353,22615
36081047800,"Census Tract 478, Queens County, New York",5500,774,409,287,40393,6554,7.43636363636364,40393
36081049900,"Census Tract 499, Queens County, New York",4980,528,653,240,,,13.1124497991968,
36081052800,"Census Tract 528, Queens County, New York",1509,215,198,85,22161,3029,13.1212723658052,22161
36081053100,"Census Tract 531, Queens County, New York",2785,404,464,169,,,16.6606822262118,
36081055100,"Census Tract 551, Queens County, New York",4932,436,992,341,26621,5232,20.1135442011354,26621
36081056400,"Census Tract 564, Queens County, New York",1582,246,81,48,,,5.12010113780025,
36081059100,"Census Tract 591, Queens County, New York",5210,608,674,325,26152,4806,12.936660268714,26152
36081062200,"Census Tract 622, Queens County, New York",1653,177,77,40,,,4.65819721718088,
36081063800,"Census Tract 638, Queens County, New York",4113,544,517,552,,,12.569900316071,
36081066900,"Census Tract 669, Queens County, New York",1602,207,67,39,45242,4162,4.18227215980025,45242
36081068200,"Census Tract 682, Queens County, New York",1278,118,120,81,32217,4576,9.38967136150235,32217
36081070900,"Census Tract 709, Queens County, New York",2555,281,137,104,51225,6703,5.36203522504892,51225
36081071701,"Census Tract 717.01, Queens County, New York",5571,1055,717,265,32452,8602,12.8702207862143,32452
36081075702,"Census Tract 757.02, Queens County, New York",4565,525,465,510,,,10.1861993428258,
36081076901,"Census Tract 769.01, Queens County, New York",4172,766,140,97,60368,10889,3.35570469798658,60368
36081079000,"Census Tract 790, Queens County, New York",2508,267,536,206,,,21.3716108452951,
36081092800,"Census Tract 928, Queens County, New York",3283,332,41,37,53379,9801,1.24885775205605,53379
36081096400,"Census Tract 964, Queens County, New York",4153,471,602,249,27492,7353,14.4955453888755,27492
36081099703,"Census Tract 997.03, Queens County, New York",3858,404,115,75,50729,5086,2.98081907724209,50729
36081112300,"Census Tract 1123, Queens County, New York",2344,308,341,238,,,14.5477815699659,
36081117100,"Census Tract 1171, Queens County, New York",2813,379,619,231,26748,4407,22.0049768929968,26748
36081128300,"Census Tract 1283, Queens County, New York",29,15,0,11,30469,9789,0,30469
36081140300,"Census Tract 1403, Queens County, New York",2276,176,153,77,37368,7487,6.72231985940246,37368
36081145102,"Census Tract 1451.02, Queens County, New York",2616,279,170,102,,,6.49847094801223,
36081147900,"Census Tract 1479, Queens County, New York",4845,444,467,382,,,9.63880288957688,
36083040400,"Census Tract 404, Rensselaer County, New York",2143,294,972,251,16051,3005,45.3569762015866,16051
36083051701,"Census Tract 517.01, Rensselaer County, New York",3405,36,408,220,27895,4223,11.9823788546256,27895
36083052204,"Census Tract 522.04, Rensselaer County, New York",2924,279,126,99,,,4.30916552667579,
36083052601,"Census Tract 526.01, Rensselaer County, New York",3781,112,214,109,,,5.65987833906374,
36085006700,"Census Tract 67, Richmond County, New York",2609,292,261,207,,,10.0038328861633,
36067010900,"Census Tract 109, Onondaga County, New York",2224,185,192,124,,,8.63309352517986,
36067011021,"Census Tract 110.21, Onondaga County, New York",2986,196,155,92,32403,3247,5.19089082384461,32403
36067011232,"Census Tract 112.32, Onondaga County, New York",3890,198,405,265,,,10.4113110539846,
36067011402,"Census Tract 114.02, Onondaga County, New York",4524,258,472,298,33644,3461,10.4332449160035,33644
36067013900,"Census Tract 139, Onondaga County, New York",2871,303,368,160,21925,2218,12.8178335074887,21925
36067015201,"Census Tract 152.01, Onondaga County, New York",3039,237,227,128,39696,5112,7.46956235603817,39696
36067016502,"Census Tract 165.02, Onondaga County, New York",4404,101,171,72,,,3.88283378746594,
36069050201,"Census Tract 502.01, Ontario County, New York",6617,354,1009,302,31232,3613,15.2486020855373,31232
36069051300,"Census Tract 513, Ontario County, New York",4262,18,292,173,,,6.85124354763022,
36071000502,"Census Tract 5.02, Orange County, New York",4015,482,1622,512,,,40.3985056039851,
36071001600,"Census Tract 16, Orange County, New York",6845,580,895,459,29733,4155,13.0752373995617,29733
36071010200,"Census Tract 102, Orange County, New York",4565,348,281,130,35790,6129,6.15553121577218,35790
36071010600,"Census Tract 106, Orange County, New York",7540,323,346,205,34444,4582,4.58885941644562,34444
36071011801,"Census Tract 118.01, Orange County, New York",4658,211,400,241,35972,5127,8.587376556462,35972
36071012300,"Census Tract 123, Orange County, New York",5481,66,321,168,34538,4378,5.85659551176793,34538
36071012900,"Census Tract 129, Orange County, New York",2865,212,92,57,41689,4685,3.21116928446771,41689
36087010102,"Census Tract 101.02, Rockland County, New York",5303,317,176,207,35967,2767,3.31887610786347,35967
36087010602,"Census Tract 106.02, Rockland County, New York",6714,309,868,377,,,12.9282097110515,
36087010802,"Census Tract 108.02, Rockland County, New York",5330,376,241,169,49519,10203,4.52157598499062,49519
36087010902,"Census Tract 109.02, Rockland County, New York",4027,245,266,220,,,6.60541345915073,
36087011501,"Census Tract 115.01, Rockland County, New York",7730,838,537,444,42285,4904,6.94695989650712,42285
36087011502,"Census Tract 115.02, Rockland County, New York",7841,481,645,456,,,8.22599158270629,
36087011902,"Census Tract 119.02, Rockland County, New York",3389,266,330,212,33050,4870,9.73738565948658,33050
36087012203,"Census Tract 122.03, Rockland County, New York",3022,307,837,301,,,27.6968894771674,
36087013401,"Census Tract 134.01, Rockland County, New York",4411,261,84,59,48451,8080,1.90433008388121,48451
36089491100,"Census Tract 4911, St. Lawrence County, New York",2179,347,4,7,3076,735,0.18357044515833,3076
36089492500,"Census Tract 4925, St. Lawrence County, New York",2625,196,517,125,20625,2008,19.6952380952381,20625
36091061303,"Census Tract 613.03, Saratoga County, New York",2019,225,0,11,2499,,0,2499
36091062100,"Census Tract 621, Saratoga County, New York",1812,167,242,167,,,13.355408388521,
36091062501,"Census Tract 625.01, Saratoga County, New York",5057,237,104,92,51466,3727,2.05655526992288,51466
36091062507,"Census Tract 625.07, Saratoga County, New York",3620,211,314,131,,,8.67403314917127,
36091062700,"Census Tract 627, Saratoga County, New York",6179,206,373,228,,,6.03657549765334,
36093032000,"Census Tract 320, Schenectady County, New York",6409,372,215,147,,,3.35465751287252,
36093032602,"Census Tract 326.02, Schenectady County, New York",3964,379,114,56,,,2.87588294651867,
36103145808,"Census Tract 1458.08, Suffolk County, New York",2982,222,381,183,,,12.7766599597586,
36103146103,"Census Tract 1461.03, Suffolk County, New York",4437,689,387,455,,,8.72210953346856,
36103146105,"Census Tract 1461.05, Suffolk County, New York",6843,635,433,206,24328,3946,6.32763407862049,24328
36103146604,"Census Tract 1466.04, Suffolk County, New York",4267,263,216,112,38722,5145,5.06210452308413,38722
36103146615,"Census Tract 1466.15, Suffolk County, New York",4685,348,154,107,46463,5436,3.28708644610459,46463
36103146901,"Census Tract 1469.01, Suffolk County, New York",5245,291,258,207,,,4.91897044804576,
36103147300,"Census Tract 1473, Suffolk County, New York",8441,565,1049,530,26987,5684,12.4274375074043,26987
36103147802,"Census Tract 1478.02, Suffolk County, New York",3836,204,63,39,61429,11524,1.64233576642336,61429
36103158010,"Census Tract 1580.10, Suffolk County, New York",3668,398,44,40,56607,10125,1.19956379498364,56607
36103158310,"Census Tract 1583.10, Suffolk County, New York",4022,274,287,120,,,7.13575335653904,
36103158407,"Census Tract 1584.07, Suffolk County, New York",5547,610,307,299,42871,6426,5.53452316567514,42871
36095740100,"Census Tract 7401, Schoharie County, New York",4934,233,475,181,,,9.62707742197,
36097950300,"Census Tract 9503, Schuyler County, New York",3363,189,647,174,,,19.2387749033601,
36099950300,"Census Tract 9503, Seneca County, New York",3460,215,372,123,24684,4349,10.7514450867052,24684
36099950800,"Census Tract 9508, Seneca County, New York",6154,164,334,101,,,5.4273643158921,
36101960300,"Census Tract 9603, Steuben County, New York",2554,29,437,183,24643,2731,17.1104150352388,24643
36103111202,"Census Tract 1112.02, Suffolk County, New York",4629,378,324,167,30765,6291,6.99935191186001,30765
36103111503,"Census Tract 1115.03, Suffolk County, New York",4470,605,524,565,,,11.7225950782998,
36103111703,"Census Tract 1117.03, Suffolk County, New York",3163,207,156,107,,,4.93202655706608,
36103158510,"Census Tract 1585.10, Suffolk County, New York",6882,424,529,364,39780,3350,7.68671897704156,39780
36103158705,"Census Tract 1587.05, Suffolk County, New York",3866,389,613,265,26436,5149,15.8561821003621,26436
36103158804,"Census Tract 1588.04, Suffolk County, New York",6680,469,400,330,40500,5401,5.98802395209581,40500
36103159103,"Census Tract 1591.03, Suffolk County, New York",6239,641,1965,545,25629,1692,31.49543196025,25629
36103159108,"Census Tract 1591.08, Suffolk County, New York",7504,624,215,134,32464,6662,2.86513859275053,32464
36103159406,"Census Tract 1594.06, Suffolk County, New York",4280,365,323,128,32577,4557,7.54672897196262,32577
36103159410,"Census Tract 1594.10, Suffolk County, New York",8388,624,540,332,47912,9546,6.43776824034335,47912
36103159601,"Census Tract 1596.01, Suffolk County, New York",6584,580,94,61,38071,3247,1.4277035236938,38071
36103170002,"Census Tract 1700.02, Suffolk County, New York",4028,375,146,92,38685,2506,3.62462760675273,38685
36103112104,"Census Tract 1121.04, Suffolk County, New York",2475,236,156,144,,,6.3030303030303,
36103122300,"Census Tract 1223, Suffolk County, New York",4509,426,303,151,,,6.71989354624085,
36103122707,"Census Tract 1227.07, Suffolk County, New York",3112,220,80,61,37764,7039,2.5706940874036,37764
36103123401,"Census Tract 1234.01, Suffolk County, New York",4543,425,186,115,36606,3780,4.09421087387189,36606
36103134902,"Census Tract 1349.02, Suffolk County, New York",4730,288,360,196,,,7.61099365750529,
36103135102,"Census Tract 1351.02, Suffolk County, New York",4388,257,164,113,,,3.73746581586144,
36103145701,"Census Tract 1457.01, Suffolk County, New York",5294,452,181,136,44527,5496,3.41896486588591,44527
36103145803,"Census Tract 1458.03, Suffolk County, New York",4907,419,248,169,35186,3298,5.05400448339107,35186
36103190604,"Census Tract 1906.04, Suffolk County, New York",3451,500,252,184,35368,5335,7.30223123732252,35368
36103201003,"Census Tract 2010.03, Suffolk County, New York",4145,545,306,144,32841,3696,7.38238841978287,32841
36105951100,"Census Tract 9511, Sullivan County, New York",3110,368,155,75,20821,7383,4.98392282958199,20821
36105951700,"Census Tract 9517, Sullivan County, New York",4108,284,164,92,36599,2471,3.99221032132425,36599
36107020200,"Census Tract 202, Tioga County, New York",5196,18,452,216,26531,3098,8.69899923017706,26531
36109001600,"Census Tract 16, Tompkins County, New York",4181,226,576,206,,,13.776608466874,
36111950600,"Census Tract 9506, Ulster County, New York",2801,226,330,134,33771,5373,11.781506604784,33771
36111951600,"Census Tract 9516, Ulster County, New York",2107,144,111,68,32546,4968,5.26815377313716,32546
36111953500,"Census Tract 9535, Ulster County, New York",5298,281,876,276,,,16.5345413363533,
36111953600,"Census Tract 9536, Ulster County, New York",5189,379,701,491,30443,4492,13.5093466949316,30443
36111954900,"Census Tract 9549, Ulster County, New York",1443,175,101,58,27650,5554,6.999306999307,27650
36113070702,"Census Tract 707.02, Warren County, New York",4527,259,457,129,,,10.0949856417053,
36115082001,"Census Tract 820.01, Washington County, New York",4874,147,1071,222,23280,1993,21.9737382027082,23280
36119000104,"Census Tract 1.04, Westchester County, New York",20,33,0,11,,,0,
36119000802,"Census Tract 8.02, Westchester County, New York",2543,312,393,179,31729,1860,15.4541879669681,31729
36119001502,"Census Tract 15.02, Westchester County, New York",3118,337,325,172,,,10.4233483001924,
36119002101,"Census Tract 21.01, Westchester County, New York",3510,299,212,112,,,6.03988603988604,
36119002300,"Census Tract 23, Westchester County, New York",4390,490,488,294,36352,4781,11.1161731207289,36352
36119002405,"Census Tract 24.05, Westchester County, New York",3303,390,256,183,34084,4952,7.75052982137451,34084
36119003300,"Census Tract 33, Westchester County, New York",3150,400,515,242,29894,7044,16.3492063492064,29894
36119003400,"Census Tract 34, Westchester County, New York",5131,477,479,242,26675,3820,9.33541220035081,26675
36119004900,"Census Tract 49, Westchester County, New York",2782,192,114,51,,,4.09777138749101,
36119005902,"Census Tract 59.02, Westchester County, New York",5031,410,250,116,47358,9154,4.96919101570264,47358
36119007300,"Census Tract 73, Westchester County, New York",4623,388,764,329,31743,5150,16.5260653255462,31743
36119008302,"Census Tract 83.02, Westchester County, New York",6560,377,161,117,,,2.45426829268293,
36119010400,"Census Tract 104, Westchester County, New York",4299,346,238,178,31563,6874,5.53617120260526,31563
36119011000,"Census Tract 110, Westchester County, New York",2662,328,94,56,,,3.53117956423742,
36119011101,"Census Tract 111.01, Westchester County, New York",6114,401,137,132,60466,3698,2.24075891396794,60466
36119011902,"Census Tract 119.02, Westchester County, New York",4463,297,146,114,36857,7619,3.2713421465382,36857
36119012200,"Census Tract 122, Westchester County, New York",7125,21,142,89,47481,6141,1.99298245614035,47481
36119012802,"Census Tract 128.02, Westchester County, New York",7009,585,493,237,,,7.03381366814096,
36119013900,"Census Tract 139, Westchester County, New York",5137,270,171,127,,,3.32879112322367,
36119014607,"Census Tract 146.07, Westchester County, New York",4253,272,133,70,,,3.12720432635787,
36121970300,"Census Tract 9703, Wyoming County, New York",3316,19,131,68,31613,2182,3.95054282267793,31613
36121970800,"Census Tract 9708, Wyoming County, New York",3035,210,377,108,,,12.4217462932455,
36123150200,"Census Tract 1502, Yates County, New York",5402,245,866,268,22122,1805,16.0310995927434,22122
36085007500,"Census Tract 75, Richmond County, New York",4606,681,1067,518,,,23.1654363873209,
36085012500,"Census Tract 125, Richmond County, New York",2668,262,309,155,,,11.5817091454273,
36085014604,"Census Tract 146.04, Richmond County, New York",7468,524,698,462,,,9.34654525977504,
36085015603,"Census Tract 156.03, Richmond County, New York",4596,395,409,286,40837,5025,8.89904264577894,40837
36085022600,"Census Tract 226, Richmond County, New York",9032,909,246,180,,,2.72364924712135,
36087010101,"Census Tract 101.01, Rockland County, New York",5612,304,237,120,,,4.22309337134711,
36085013203,"Census Tract 132.03, Richmond County, New York",5766,405,494,239,36094,8620,8.56746444675685,36094
36087011200,"Census Tract 112, Rockland County, New York",6263,308,163,164,57283,8290,2.60258661983075,57283
36091060800,"Census Tract 608, Saratoga County, New York",5150,18,379,137,35965,3587,7.35922330097087,35965
36103124500,"Census Tract 1245, Suffolk County, New York",5396,250,216,117,,,4.00296515937732,
36103158318,"Census Tract 1583.18, Suffolk County, New York",4114,314,62,51,,,1.50704910063199,
36103201100,"Census Tract 2011, Suffolk County, New York",6409,600,544,244,27984,5120,8.48806366047745,27984
36105952500,"Census Tract 9525, Sullivan County, New York",2437,241,302,128,30833,3898,12.3922855970456,30833
36119002203,"Census Tract 22.03, Westchester County, New York",1691,165,231,104,,,13.6605558840923,
36119008901,"Census Tract 89.01, Westchester County, New York",4983,345,403,163,,,8.087497491471,
36119014909,"Census Tract 149.09, Westchester County, New York",2772,202,90,65,52119,8683,3.24675324675325,52119
36081100802,"Census Tract 1008.02, Queens County, New York",9029,760,1449,629,28915,3310,16.0482888470484,28915
36081047600,"Census Tract 476, Queens County, New York",1459,196,74,53,43478,16825,5.07196710075394,43478
36047051800,"Census Tract 518, Kings County, New York",3481,396,530,176,,,15.2255099109451,
36081061000,"Census Tract 610, Queens County, New York",1556,234,12,20,31799,2373,0.77120822622108,31799
36081074500,"Census Tract 745, Queens County, New York",3836,425,624,224,,,16.266944734098,
36003951100,"Census Tract 9511, Allegany County, New York",3932,319,576,162,22099,2746,14.6490335707019,22099
36005016300,"Census Tract 163, Bronx County, New York",0,11,0,11,,,,
36005023900,"Census Tract 239, Bronx County, New York",8282,605,3708,769,15504,3060,44.771794252596,15504
36005040400,"Census Tract 404, Bronx County, New York",2818,329,390,175,21094,3831,13.8396025550036,21094
36015000500,"Census Tract 5, Chemung County, New York",3172,305,666,272,25595,2918,20.9962168978562,25595
36021002000,"Census Tract 20, Columbia County, New York",1986,175,168,79,31710,3238,8.45921450151058,31710
36027220100,"Census Tract 2201, Dutchess County, New York",4218,573,949,342,19361,2932,22.4988146040778,19361
36029013101,"Census Tract 131.01, Erie County, New York",6392,284,307,259,,,4.80287859824781,
36031961300,"Census Tract 9613, Essex County, New York",1006,172,72,48,21964,4064,7.15705765407555,21964
36045060700,"Census Tract 607, Jefferson County, New York",4519,266,441,102,27905,2816,9.7587961938482,27905
36047013000,"Census Tract 130, Kings County, New York",5224,542,1277,411,25458,7348,24.4448698315467,25458
36047040800,"Census Tract 408, Kings County, New York",3304,397,805,347,,,24.364406779661,
36047051500,"Census Tract 515, Kings County, New York",1367,147,98,48,,,7.16898317483541,
36047081000,"Census Tract 810, Kings County, New York",2194,276,539,159,22413,5200,24.567000911577,22413
36051031100,"Census Tract 311, Livingston County, New York",4833,240,610,172,31528,3000,12.6215601075936,31528
36013035300,"Census Tract 353, Chautauqua County, New York",2622,35,333,125,,,12.7002288329519,
36019100700,"Census Tract 1007, Clinton County, New York",3577,215,365,181,31335,2190,10.2040816326531,31335
36025971200,"Census Tract 9712, Delaware County, New York",3671,21,494,136,21559,4870,13.4568237537456,21559
36001000800,"Census Tract 8, Albany County, New York",2178,339,1133,305,14621,3516,52.020202020202,14621
36001014700,"Census Tract 147, Albany County, New York",2769,134,170,94,,,6.13940050559769,
36005019900,"Census Tract 199, Bronx County, New York",8015,740,3040,670,17481,1760,37.9288833437305,17481
36053030200,"Census Tract 302, Madison County, New York",3656,213,709,263,22577,2820,19.3927789934354,22577
36055007700,"Census Tract 77, Monroe County, New York",2572,202,364,163,29406,6138,14.1524105754277,29406
36055015304,"Census Tract 153.04, Monroe County, New York",4408,303,1274,390,,,28.9019963702359,
36059406400,"Census Tract 4064, Nassau County, New York",6788,363,171,104,,,2.51915144372422,
36059980100,"Census Tract 9801, Nassau County, New York",1042,200,0,11,2499,,0,2499
36061010400,"Census Tract 104, New York County, New York",982,140,78,42,69659,11346,7.94297352342159,69659
36061025700,"Census Tract 257, New York County, New York",4446,423,486,248,,,10.9311740890688,
36063024301,"Census Tract 243.01, Niagara County, New York",1163,96,119,48,,,10.2321582115219,
36067004400,"Census Tract 44, Onondaga County, New York",2047,247,1366,227,6751,1081,66.7318026380069,6751
36007000100,"Census Tract 1, Broome County, New York",2960,408,1032,418,19810,3744,34.8648648648649,19810
36067015601,"Census Tract 156.01, Onondaga County, New York",3429,229,377,170,,,10.9944590259551,
36071013600,"Census Tract 136, Orange County, New York",6830,280,124,79,,,1.81551976573939,
36079011300,"Census Tract 113, Putnam County, New York",4170,269,222,150,41521,6892,5.32374100719424,41521
36081025400,"Census Tract 254, Queens County, New York",9094,1114,2402,734,23036,2831,26.4130195733451,23036
36081044400,"Census Tract 444, Queens County, New York",3024,326,772,252,18981,2028,25.5291005291005,18981
36081067100,"Census Tract 671, Queens County, New York",2129,186,120,68,,,5.63644903710662,
36081120100,"Census Tract 1201, Queens County, New York",1617,207,218,88,,,13.4817563388992,
36081152902,"Census Tract 1529.02, Queens County, New York",5132,596,252,158,,,4.9103663289166,
36115091000,"Census Tract 910, Washington County, New York",1822,117,169,70,27689,1815,9.2755214050494,27689
36077590100,"Census Tract 5901, Otsego County, New York",4634,263,508,130,,,10.9624514458351,
36081011700,"Census Tract 117, Queens County, New York",3706,495,477,287,33990,7653,12.8710199676201,33990
36005028100,"Census Tract 281, Bronx County, New York",3974,414,279,142,34762,5768,7.02063412179165,34762
36113075000,"Census Tract 750, Warren County, New York",3330,14,755,384,,,22.6726726726727,
36059520300,"Census Tract 5203, Nassau County, New York",5969,324,184,131,36771,3807,3.08259339922935,36771
36067005000,"Census Tract 50, Onondaga County, New York",2662,213,364,214,38972,6653,13.6739293764087,38972
36103145902,"Census Tract 1459.02, Suffolk County, New York",9296,1009,920,566,26710,6000,9.89672977624785,26710
36033950800,"Census Tract 9508, Franklin County, New York",2449,184,151,74,21760,3526,6.16578195181707,21760
36055012600,"Census Tract 126, Monroe County, New York",4804,366,227,133,42083,7797,4.72522897585346,42083
36055013204,"Census Tract 132.04, Monroe County, New York",8498,448,848,338,34475,2548,9.97881854554013,34475
36055013508,"Census Tract 135.08, Monroe County, New York",3918,270,89,72,37179,5803,2.27156712608474,37179
36055014400,"Census Tract 144, Monroe County, New York",4535,271,296,116,30038,2577,6.52701212789416,30038
36059300100,"Census Tract 3001, Nassau County, New York",5071,23,290,205,,,5.71879313744824,
36059301102,"Census Tract 3011.02, Nassau County, New York",4845,389,103,58,,,2.12590299277606,
36059302102,"Census Tract 3021.02, Nassau County, New York",3400,249,176,174,60033,13470,5.17647058823529,60033
36087012501,"Census Tract 125.01, Rockland County, New York",5600,312,559,223,,,9.98214285714286,
36087013402,"Census Tract 134.02, Rockland County, New York",4132,289,259,120,38173,10761,6.26815101645692,38173
36047026400,"Census Tract 264, Kings County, New York",4946,444,1014,311,24398,3847,20.5014152850789,24398
36081058500,"Census Tract 585, Queens County, New York",4476,501,668,343,,,14.9240393208222,
36047078400,"Census Tract 784, Kings County, New York",2806,273,241,115,,,8.58873841767641,
36047150200,"Census Tract 1502, Kings County, New York",2946,255,185,79,37875,8382,6.27970128988459,37875
36085014100,"Census Tract 141, Richmond County, New York",2344,275,597,282,,,25.4692832764505,
36089492300,"Census Tract 4923, St. Lawrence County, New York",6585,298,879,225,,,13.3485193621868,
36091060300,"Census Tract 603, Saratoga County, New York",3958,24,472,221,27635,3642,11.9252147549267,27635
36091060901,"Census Tract 609.01, Saratoga County, New York",3817,145,182,77,,,4.7681425203039,
36091062300,"Census Tract 623, Saratoga County, New York",2202,224,410,141,,,18.6194368755677,
36091062601,"Census Tract 626.01, Saratoga County, New York",2472,146,106,62,,,4.28802588996764,
36061016001,"Census Tract 160.01, New York County, New York",3861,430,79,62,108816,28234,2.04610204610205,108816
36081050800,"Census Tract 508, Queens County, New York",2072,358,226,131,,,10.9073359073359,
36047061004,"Census Tract 610.04, Kings County, New York",6231,501,2042,474,16451,3358,32.7716257422565,16451
36007001600,"Census Tract 16, Broome County, New York",2295,243,333,180,,,14.5098039215686,
36007012103,"Census Tract 121.03, Broome County, New York",3330,210,261,130,30655,5192,7.83783783783784,30655
36007012900,"Census Tract 129, Broome County, New York",1636,139,123,64,24872,2201,7.51833740831296,24872
36007014600,"Census Tract 146, Broome County, New York",5609,330,250,172,35417,3049,4.4571224817258,35417
36111951400,"Census Tract 9514, Ulster County, New York",3467,257,566,270,23153,2590,16.3253533314104,23153
36071011000,"Census Tract 110, Orange County, New York",4910,451,583,276,30399,3938,11.8737270875764,30399
36009960702,"Census Tract 9607.02, Cattaraugus County, New York",2743,224,273,108,,,9.95260663507109,
36009961800,"Census Tract 9618, Cattaraugus County, New York",4631,370,690,297,29970,5922,14.8995897214425,29970
36011040900,"Census Tract 409, Cayuga County, New York",3998,228,622,152,,,15.5577788894447,
36059304100,"Census Tract 3041, Nassau County, New York",4405,465,661,265,31828,4852,15.005675368899,31828
36059404901,"Census Tract 4049.01, Nassau County, New York",5743,563,168,112,36702,3839,2.92530036566255,36702
36059405700,"Census Tract 4057, Nassau County, New York",5050,327,270,232,37723,7399,5.34653465346535,37723
36059406501,"Census Tract 4065.01, Nassau County, New York",6702,338,304,207,,,4.53595941509997,
36059407900,"Census Tract 4079, Nassau County, New York",6096,528,329,163,39842,5144,5.39698162729659,39842
36059409900,"Census Tract 4099, Nassau County, New York",8669,718,427,300,37098,7432,4.92559695466605,37098
36059411100,"Census Tract 4111, Nassau County, New York",4968,554,1035,343,21023,2394,20.8333333333333,21023
36059412000,"Census Tract 4120, Nassau County, New York",6217,441,351,269,,,5.64580987614605,
36093032403,"Census Tract 324.03, Schenectady County, New York",2142,150,156,80,34877,3609,7.28291316526611,34877
36095740400,"Census Tract 7404, Schoharie County, New York",5400,312,735,312,,,13.6111111111111,
36101961000,"Census Tract 9610, Steuben County, New York",3678,191,665,164,23316,2210,18.0804785209353,23316
