GEOID,NAME,TotalE,TotalM,PovertyE,PovertyM,median_incomeE,median_incomeM,pct_pov,median_income
36029008700,"Census Tract 87, Erie County, New York",4725,312,524,244,30235,8023,11.0899470899471,30235
36029009113,"Census Tract 91.13, Erie County, New York",6774,214,239,159,52091,4037,3.52819604369649,52091
36029009501,"Census Tract 95.01, Erie County, New York",5050,300,202,204,51444,4769,4,51444
36029010002,"Census Tract 100.02, Erie County, New York",4061,275,309,170,26513,3158,7.60896330952967,26513
36029010300,"Census Tract 103, Erie County, New York",1557,207,447,190,,,28.7090558766859,
36029010807,"Census Tract 108.07, Erie County, New York",5313,431,735,328,25852,3675,13.8339920948617,25852
36029011300,"Census Tract 113, Erie County, New York",5169,516,588,344,28849,2763,11.3755078351712,28849
36029013002,"Census Tract 130.02, Erie County, New York",5800,370,577,235,,,9.94827586206897,
36029013702,"Census Tract 137.02, Erie County, New York",5874,396,153,83,43951,5740,2.6046986721144,43951
36065023501,"Census Tract 235.01, Oneida County, New York",2377,165,60,34,,,2.52419015565839,
36065024301,"Census Tract 243.01, Oneida County, New York",3039,170,48,36,36699,2505,1.57946692991115,36699
36065025100,"Census Tract 251, Oneida County, New York",1813,169,195,101,,,10.7556536127965,
36065026600,"Census Tract 266, Oneida County, New York",2783,537,167,185,,,6.00071864893999,
36067000200,"Census Tract 2, Onondaga County, New York",3042,391,1280,305,19792,4479,42.077580539119,19792
36067000600,"Census Tract 6, Onondaga County, New York",3716,337,1527,386,15264,3017,41.0925726587729,15264
36067001701,"Census Tract 17.01, Onondaga County, New York",2553,321,1135,429,,,44.4575009792401,
36067005602,"Census Tract 56.02, Onondaga County, New York",4178,496,412,261,7067,1644,9.86117759693633,7067
36067006103,"Census Tract 61.03, Onondaga County, New York",2595,219,240,219,32250,3668,9.2485549132948,32250
36067010800,"Census Tract 108, Onondaga County, New York",4894,19,358,166,27270,3217,7.31507968941561,27270
36067011242,"Census Tract 112.42, Onondaga County, New York",6492,405,513,307,36378,4564,7.90203327171904,36378
36119004100,"Census Tract 41, Westchester County, New York",4416,336,614,258,35630,5756,13.9039855072464,35630
36119005001,"Census Tract 50.01, Westchester County, New York",3687,254,62,52,,,1.68158394358557,
36119005400,"Census Tract 54, Westchester County, New York",1563,140,57,37,,,3.6468330134357,
36119005901,"Census Tract 59.01, Westchester County, New York",4626,430,894,399,,,19.325551232166,
36119006801,"Census Tract 68.01, Westchester County, New York",5708,274,179,129,71361,14056,3.13594954449895,71361
36119007401,"Census Tract 74.01, Westchester County, New York",4716,224,182,91,,,3.85920271416455,
36119008000,"Census Tract 80, Westchester County, New York",5234,512,944,309,18796,2681,18.0359189912113,18796
36119008800,"Census Tract 88, Westchester County, New York",4677,534,583,288,28034,8423,12.465255505666,28034
36119010200,"Census Tract 102, Westchester County, New York",4838,263,58,40,68047,11782,1.19884249689955,68047
36119010901,"Census Tract 109.01, Westchester County, New York",2202,192,106,71,50000,7090,4.81380563124432,50000
36119011600,"Census Tract 116, Westchester County, New York",7014,273,1713,607,,,24.4225834046193,
36029014209,"Census Tract 142.09, Erie County, New York",4081,217,59,50,,,1.44572408723352,
36029015900,"Census Tract 159, Erie County, New York",4328,22,575,212,24236,3447,13.2855822550832,24236
36029016700,"Census Tract 167, Erie County, New York",2072,227,379,151,,,18.2915057915058,
36029990000,"Census Tract 9900, Erie County, New York",0,11,0,11,,,,
36031960300,"Census Tract 9603, Essex County, New York",3126,197,281,107,,,8.98912348048624,
36033950100,"Census Tract 9501, Franklin County, New York",4642,240,788,191,24415,2252,16.9754416199914,24415
36035970900,"Census Tract 9709, Fulton County, New York",3267,285,877,276,,,26.8441995714723,
36037950500,"Census Tract 9505, Genesee County, New York",3041,266,179,76,25931,2504,5.8862216376192,25931
36037950600,"Census Tract 9506, Genesee County, New York",2477,215,636,243,18750,3707,25.6762212353654,18750
36039080800,"Census Tract 808, Greene County, New York",2624,213,0,11,,,0,
36067012500,"Census Tract 125, Onondaga County, New York",3832,169,264,101,31799,2635,6.88935281837161,31799
36067013100,"Census Tract 131, Onondaga County, New York",4571,154,323,191,35656,3884,7.06628746444979,35656
36067014000,"Census Tract 140, Onondaga County, New York",3688,308,690,282,28346,3152,18.7093275488069,28346
36067015100,"Census Tract 151, Onondaga County, New York",5710,344,327,170,41582,3362,5.72679509632224,41582
36067016002,"Census Tract 160.02, Onondaga County, New York",3047,184,40,44,39181,4390,1.31276665572694,39181
36067016902,"Census Tract 169.02, Onondaga County, New York",2282,142,133,70,30689,4257,5.82822085889571,30689
36069050202,"Census Tract 502.02, Ontario County, New York",6036,358,317,202,36121,4441,5.2518223989397,36121
36069050900,"Census Tract 509, Ontario County, New York",2339,167,217,154,31786,6663,9.2774690038478,31786
36069051100,"Census Tract 511, Ontario County, New York",2191,223,526,200,21982,2878,24.0073026015518,21982
36069052200,"Census Tract 522, Ontario County, New York",2388,201,342,121,,,14.321608040201,
36071002200,"Census Tract 22, Orange County, New York",3620,398,750,330,,,20.7182320441989,
36119013103,"Census Tract 131.03, Westchester County, New York",5231,298,31,26,,,0.592620913783216,
36119014100,"Census Tract 141, Westchester County, New York",5848,495,783,351,,,13.3891928864569,
36119014703,"Census Tract 147.03, Westchester County, New York",6257,381,343,264,40694,19279,5.48186031644558,40694
36119014810,"Census Tract 148.10, Westchester County, New York",2182,180,63,49,26216,4002,2.88725939505041,26216
36119983000,"Census Tract 9830, Westchester County, New York",1471,402,10,18,6709,1395,0.679809653297077,6709
36043010201,"Census Tract 102.01, Herkimer County, New York",3433,132,634,184,,,18.4678124089717,
36043011100,"Census Tract 111, Herkimer County, New York",1974,216,344,118,21623,3620,17.4265450861196,21623
36045060300,"Census Tract 603, Jefferson County, New York",4023,290,433,181,,,10.763112105394,
36045061200,"Census Tract 612, Jefferson County, New York",3374,360,1220,340,,,36.158861885003,
36045061500,"Census Tract 615, Jefferson County, New York",4149,433,436,180,25514,3533,10.5085562786214,25514
36047000301,"Census Tract 3.01, Kings County, New York",3985,533,722,214,72940,10543,18.1179422835634,72940
36047000502,"Census Tract 5.02, Kings County, New York",2600,278,184,114,68244,14229,7.07692307692308,68244
36047002000,"Census Tract 20, Kings County, New York",1368,222,289,133,,,21.125730994152,
36047003400,"Census Tract 34, Kings County, New York",3038,408,605,437,,,19.9144173798552,
36047008000,"Census Tract 80, Kings County, New York",4373,555,664,289,,,15.1840841527555,
36047009000,"Census Tract 90, Kings County, New York",3224,386,957,305,15984,1967,29.6836228287841,15984
36047010000,"Census Tract 100, Kings County, New York",6312,560,2527,464,13743,2480,40.0348542458809,13743
36071013700,"Census Tract 137, Orange County, New York",2715,176,101,93,40000,5067,3.72007366482505,40000
36071014700,"Census Tract 147, Orange County, New York",3977,364,185,163,,,4.65174754840332,
36073040500,"Census Tract 405, Orleans County, New York",2580,20,488,226,,,18.9147286821705,
36075020200,"Census Tract 202, Oswego County, New York",3878,16,667,185,,,17.1995874161939,
36075020901,"Census Tract 209.01, Oswego County, New York",2496,206,599,174,,,23.9983974358974,
36075021300,"Census Tract 213, Oswego County, New York",4763,22,864,301,,,18.1398278395969,
36075021603,"Census Tract 216.03, Oswego County, New York",3608,326,543,181,,,15.049889135255,
36077591200,"Census Tract 5912, Otsego County, New York",1995,198,139,75,,,6.96741854636592,
36081000200,"Census Tract 2, Queens County, New York",3364,270,477,184,,,14.179548156956,
36081000400,"Census Tract 4, Queens County, New York",4559,493,604,265,,,13.2485194121518,
36047012801,"Census Tract 128.01, Kings County, New York",2094,213,486,172,,,23.2091690544413,
36047013600,"Census Tract 136, Kings County, New York",3813,399,480,167,,,12.588512981904,
36047014200,"Census Tract 142, Kings County, New York",3105,360,485,229,,,15.6199677938808,
36047015100,"Census Tract 151, Kings County, New York",4273,334,296,145,,,6.92721741165458,
36047016300,"Census Tract 163, Kings County, New York",3223,346,260,126,,,8.06701830592616,
36047017000,"Census Tract 170, Kings County, New York",4115,555,740,335,32236,5114,17.9829890643985,32236
36047017900,"Census Tract 179, Kings County, New York",4131,312,697,272,25184,10432,16.8724279835391,25184
36047018400,"Census Tract 184, Kings County, New York",2551,279,260,171,,,10.1920815366523,
36047019300,"Census Tract 193, Kings County, New York",5761,528,690,351,,,11.9770873112307,
36047019600,"Census Tract 196, Kings County, New York",5120,548,1177,471,19069,4504,22.98828125,19069
36047020300,"Census Tract 203, Kings County, New York",1688,154,278,106,,,16.4691943127962,
36047021100,"Census Tract 211, Kings County, New York",1362,155,255,83,32404,5270,18.7224669603524,32404
36047021700,"Census Tract 217, Kings County, New York",3904,299,601,203,34330,5338,15.3944672131148,34330
36047023300,"Census Tract 233, Kings County, New York",4863,409,1601,384,20955,4949,32.922064569196,20955
36081001600,"Census Tract 16, Queens County, New York",3244,391,717,267,22346,4056,22.1023427866831,22346
36081002000,"Census Tract 20, Queens County, New York",1950,207,262,127,,,13.4358974358974,
36081003400,"Census Tract 34, Queens County, New York",2389,230,336,169,30744,2794,14.064462118041,30744
36081003900,"Census Tract 39, Queens County, New York",1646,255,600,200,,,36.4520048602673,
36081005000,"Census Tract 50, Queens County, New York",37,43,0,11,,,0,
36081005300,"Census Tract 53, Queens County, New York",4043,492,543,218,,,13.4306208261192,
36081006201,"Census Tract 62.01, Queens County, New York",5996,670,830,489,,,13.8425617078052,
36081007300,"Census Tract 73, Queens County, New York",4365,596,940,684,,,21.5349369988545,
36081009600,"Census Tract 96, Queens County, New York",4079,388,432,271,,,10.5908310860505,
36081012301,"Census Tract 123.01, Queens County, New York",2670,388,178,84,48075,6396,6.66666666666667,48075
36081014000,"Census Tract 140, Queens County, New York",3733,537,276,153,39871,5690,7.39351727832842,39871
36081014400,"Census Tract 144, Queens County, New York",2033,332,356,215,,,17.5110673880964,
36081015000,"Census Tract 150, Queens County, New York",2895,248,356,174,21202,3715,12.2970639032815,21202
36081016800,"Census Tract 168, Queens County, New York",3413,373,235,155,,,6.88543803105772,
36047024300,"Census Tract 243, Kings County, New York",4273,529,672,198,31442,4351,15.726655745378,31442
36047025000,"Census Tract 250, Kings County, New York",1527,207,282,157,,,18.467583497053,
36047025300,"Census Tract 253, Kings County, New York",2540,379,656,229,,,25.8267716535433,
36047025902,"Census Tract 259.02, Kings County, New York",3737,486,2575,599,9920,855,68.9055392025689,9920
36047026200,"Census Tract 262, Kings County, New York",2422,249,517,184,19857,5417,21.345995045417,19857
36047028900,"Census Tract 289, Kings County, New York",3408,456,957,281,,,28.080985915493,
36047029900,"Census Tract 299, Kings County, New York",2663,324,1244,298,15285,4484,46.714232069095,15285
36047030900,"Census Tract 309, Kings County, New York",2134,235,866,272,20040,4330,40.58106841612,20040
36047031701,"Census Tract 317.01, Kings County, New York",3262,386,538,228,31516,4909,16.4929491109749,31516
36047032500,"Census Tract 325, Kings County, New York",6446,554,1171,467,26392,2558,18.166304685076,26392
36047033000,"Census Tract 330, Kings County, New York",4634,354,1909,452,13647,2423,41.1955114372033,13647
36047035300,"Census Tract 353, Kings County, New York",5140,574,1120,332,,,21.7898832684825,
36047036002,"Census Tract 360.02, Kings County, New York",3975,592,1566,394,,,39.3962264150943,
36047036600,"Census Tract 366, Kings County, New York",4702,430,1417,412,,,30.1361122926414,
36081017800,"Census Tract 178, Queens County, New York",2242,228,349,167,19651,2822,15.5664585191793,19651
36081018402,"Census Tract 184.02, Queens County, New York",2342,238,564,189,21736,3780,24.0819812126388,21736
36081018600,"Census Tract 186, Queens County, New York",1908,288,354,183,26474,2513,18.5534591194969,26474
36081019600,"Census Tract 196, Queens County, New York",2756,388,401,247,24943,2970,14.5500725689405,24943
36081021200,"Census Tract 212, Queens County, New York",2362,351,520,206,18420,2275,22.0152413209145,18420
36081022002,"Census Tract 220.02, Queens County, New York",6421,565,908,360,,,14.1410995172092,
36081024600,"Census Tract 246, Queens County, New York",0,11,0,11,,,,
36081025301,"Census Tract 253.01, Queens County, New York",3967,405,520,183,30595,5228,13.1081421729266,30595
36081026600,"Census Tract 266, Queens County, New York",1933,283,481,164,19549,4665,24.8836006207967,19549
36081027300,"Census Tract 273, Queens County, New York",8196,888,2100,658,,,25.6222547584187,
36081027800,"Census Tract 278, Queens County, New York",2437,294,599,251,20709,3824,24.5794009027493,20709
36081029100,"Census Tract 291, Queens County, New York",6605,720,1489,430,21021,1127,22.5435276305829,21021
36081031700,"Census Tract 317, Queens County, New York",6451,660,493,287,33990,6355,7.64222601147109,33990
36001000200,"Census Tract 2, Albany County, New York",4519,609,1668,443,16786,5720,36.9108209780925,16786
36001013705,"Census Tract 137.05, Albany County, New York",6250,413,259,161,35072,3708,4.144,35072
36001014608,"Census Tract 146.08, Albany County, New York",4136,315,242,112,,,5.85106382978723,
36005012101,"Census Tract 121.01, Bronx County, New York",3057,273,1317,282,13646,1438,43.081452404318,13646
36005018500,"Census Tract 185, Bronx County, New York",6885,686,3007,685,16720,3042,43.6746550472041,16720
36005022701,"Census Tract 227.01, Bronx County, New York",5917,632,1741,445,15875,1867,29.4236944397499,15875
36005027401,"Census Tract 274.01, Bronx County, New York",4576,492,204,155,43091,4680,4.45804195804196,43091
36005032300,"Census Tract 323, Bronx County, New York",4595,461,162,87,55708,19184,3.52557127312296,55708
36005037800,"Census Tract 378, Bronx County, New York",3233,381,811,350,,,25.0850603154964,
36005040304,"Census Tract 403.04, Bronx County, New York",4229,478,1455,456,18938,5334,34.4052967604635,18938
36005046201,"Census Tract 462.01, Bronx County, New York",28926,2438,1914,619,30902,6212,6.61688446380419,30902
36007013500,"Census Tract 135, Broome County, New York",2038,229,720,200,,,35.3287536800785,
36013035700,"Census Tract 357, Chautauqua County, New York",2909,268,753,227,,,25.8851839119973,
36015000600,"Census Tract 6, Chemung County, New York",3474,401,1099,329,9489,1422,31.6350028785262,9489
36019100900,"Census Tract 1009, Clinton County, New York",4892,463,1104,426,,,22.5674570727719,
36023970800,"Census Tract 9708, Cortland County, New York",2490,244,46,37,3917,318,1.84738955823293,3917
36027050203,"Census Tract 502.03, Dutchess County, New York",5141,271,206,176,40144,5600,4.00700252869092,40144
36027221100,"Census Tract 2211, Dutchess County, New York",4234,505,1350,466,19199,2046,31.8847425602267,19199
36029002900,"Census Tract 29, Erie County, New York",2001,335,896,307,16725,2894,44.7776111944028,16725
36029005201,"Census Tract 52.01, Erie County, New York",2890,381,347,135,,,12.0069204152249,
36029008102,"Census Tract 81.02, Erie County, New York",4101,231,251,102,37517,4433,6.12045842477445,37517
36029011400,"Census Tract 114, Erie County, New York",2227,243,401,150,,,18.0062864840593,
36029014207,"Census Tract 142.07, Erie County, New York",5259,299,173,114,40398,6261,3.2895987830386,40398
36029015501,"Census Tract 155.01, Erie County, New York",1858,137,209,85,,,11.248654467169,
36037951000,"Census Tract 9510, Genesee County, New York",2426,176,595,210,,,24.5259686727123,
36045062200,"Census Tract 622, Jefferson County, New York",4460,338,561,274,31985,3696,12.5784753363229,31985
36047003800,"Census Tract 38, Kings County, New York",1555,207,97,116,46700,5385,6.2379421221865,46700
36047005100,"Census Tract 51, Kings County, New York",2143,273,141,80,,,6.57956136257583,
36047007600,"Census Tract 76, Kings County, New York",4775,477,1802,480,17842,2573,37.738219895288,17842
36047009400,"Census Tract 94, Kings County, New York",5837,554,2146,513,,,36.7654617097824,
36047012100,"Census Tract 121, Kings County, New York",1807,210,180,116,45740,9521,9.96126175982291,45740
36047018000,"Census Tract 180, Kings County, New York",3512,499,948,443,29387,4290,26.993166287016,29387
36047020700,"Census Tract 207, Kings County, New York",4536,409,225,167,50317,7554,4.96031746031746,50317
36047023800,"Census Tract 238, Kings County, New York",4142,558,1240,333,17075,2225,29.9372283920811,17075
36047028100,"Census Tract 281, Kings County, New York",4882,637,2551,616,17363,3368,52.2531749283081,17363
36047030600,"Census Tract 306, Kings County, New York",2029,202,461,177,,,22.7205519960572,
36047041000,"Census Tract 410, Kings County, New York",1854,178,353,170,,,19.0399137001079,
36047043400,"Census Tract 434, Kings County, New York",3368,409,740,325,,,21.9714964370546,
36047048600,"Census Tract 486, Kings County, New York",3355,285,853,226,19081,1961,25.424739195231,19081
36047050202,"Census Tract 502.02, Kings County, New York",2405,156,216,90,46250,17945,8.98128898128898,46250
36047051001,"Census Tract 510.01, Kings County, New York",4274,472,318,130,,,7.44033692091717,
36047055000,"Census Tract 550, Kings County, New York",3744,379,966,352,,,25.8012820512821,
36047057800,"Census Tract 578, Kings County, New York",3260,348,762,201,,,23.3742331288344,
36047065600,"Census Tract 656, Kings County, New York",1827,124,150,100,,,8.21018062397373,
36047069000,"Census Tract 690, Kings County, New York",1801,134,142,108,,,7.88450860632982,
36047077600,"Census Tract 776, Kings County, New York",3956,371,259,123,,,6.54701718907988,
36047080600,"Census Tract 806, Kings County, New York",4241,671,1219,382,25586,3118,28.7432209384579,25586
36047094401,"Census Tract 944.01, Kings County, New York",3916,505,550,340,30339,4636,14.0449438202247,30339
36047102600,"Census Tract 1026, Kings County, New York",2508,279,179,115,38611,5511,7.13716108452951,38611
36047117201,"Census Tract 1172.01, Kings County, New York",2536,242,627,232,25271,7421,24.7239747634069,25271
36053030101,"Census Tract 301.01, Madison County, New York",2759,319,792,295,24714,7107,28.7060529177238,24714
36055008301,"Census Tract 83.01, Monroe County, New York",3875,433,834,264,22640,2524,21.5225806451613,22640
36055012305,"Census Tract 123.05, Monroe County, New York",4321,205,52,70,64464,5944,1.20342513307105,64464
36055013203,"Census Tract 132.03, Monroe County, New York",5798,390,669,319,,,11.5384615384615,
36055015303,"Census Tract 153.03, Monroe County, New York",3163,256,416,187,35360,4565,13.1520708188429,35360
36059303301,"Census Tract 3033.01, Nassau County, New York",3268,186,91,126,,,2.78457772337821,
36059405200,"Census Tract 4052, Nassau County, New York",7747,729,872,527,,,11.2559700529237,
36059408700,"Census Tract 4087, Nassau County, New York",4517,251,114,78,,,2.52379898162497,
36059412301,"Census Tract 4123.01, Nassau County, New York",3227,285,157,83,,,4.86519987604586,
36059414304,"Census Tract 4143.04, Nassau County, New York",3684,457,851,496,,,23.099891422367,
36059416402,"Census Tract 4164.02, Nassau County, New York",3317,340,190,160,35452,9361,5.72806753090142,35452
36059519802,"Census Tract 5198.02, Nassau County, New York",5075,247,218,156,,,4.29556650246305,
36059521100,"Census Tract 5211, Nassau County, New York",4862,225,80,60,41618,3928,1.64541341011929,41618
36061000201,"Census Tract 2.01, New York County, New York",2791,391,1356,399,12297,2662,48.5847366535292,12297
36061003002,"Census Tract 30.02, New York County, New York",2831,204,528,150,31964,6731,18.6506534793359,31964
36061006700,"Census Tract 67, New York County, New York",5011,416,246,129,,,4.90919976052684,
36061008300,"Census Tract 83, New York County, New York",3929,405,727,284,48676,14519,18.5034359888012,48676
36061011402,"Census Tract 114.02, New York County, New York",2345,341,94,56,,,4.00852878464819,
36061016500,"Census Tract 165, New York County, New York",6760,749,420,224,,,6.21301775147929,
36061019000,"Census Tract 190, New York County, New York",3194,377,555,205,36107,9358,17.3763306199123,36107
36061021500,"Census Tract 215, New York County, New York",3756,414,1053,336,,,28.0351437699681,
36061023300,"Census Tract 233, New York County, New York",6808,632,1750,691,22425,3816,25.7050528789659,22425
36061026500,"Census Tract 265, New York County, New York",8056,756,1329,582,27238,3751,16.4970208540218,27238
36063022500,"Census Tract 225, Niagara County, New York",2760,213,145,90,26456,4100,5.2536231884058,26456
36065021101,"Census Tract 211.01, Oneida County, New York",1064,183,362,138,,,34.0225563909774,
36065021401,"Census Tract 214.01, Oneida County, New York",2691,264,946,294,,,35.1542177629134,
36065026300,"Census Tract 263, Oneida County, New York",3879,370,768,228,,,19.7989172467131,
36067012700,"Census Tract 127, Onondaga County, New York",1974,124,177,87,,,8.96656534954407,
36071000200,"Census Tract 2, Orange County, New York",2599,287,502,253,25222,4033,19.3151212004617,25222
36071011200,"Census Tract 112, Orange County, New York",4545,338,329,167,33662,5591,7.23872387238724,33662
36071014102,"Census Tract 141.02, Orange County, New York",6070,437,243,160,,,4.00329489291598,
36077591000,"Census Tract 5910, Otsego County, New York",3532,297,1279,237,12260,3492,36.2117780294451,12260
36081001400,"Census Tract 14, Queens County, New York",3781,550,276,163,,,7.29965617561492,
36081003600,"Census Tract 36, Queens County, New York",3724,510,434,328,,,11.6541353383459,
36081005100,"Census Tract 51, Queens County, New York",2194,233,631,186,20503,4209,28.7602552415679,20503
36081011000,"Census Tract 110, Queens County, New York",3586,342,702,288,22266,7476,19.5761293920803,22266
36081016100,"Census Tract 161, Queens County, New York",2606,251,512,175,25357,3953,19.646968534152,25357
36081027500,"Census Tract 275, Queens County, New York",7489,946,1634,582,,,21.8186673788223,
36081035100,"Census Tract 351, Queens County, New York",4215,508,669,384,,,15.8718861209964,
36081040500,"Census Tract 405, Queens County, New York",3339,511,964,314,17989,1741,28.8709194369572,17989
36081044800,"Census Tract 448, Queens County, New York",2677,321,581,184,,,21.7033993276055,
36081051300,"Census Tract 513, Queens County, New York",2023,245,129,66,,,6.37666831438458,
36081054000,"Census Tract 540, Queens County, New York",4354,468,836,341,,,19.200734956362,
36081055500,"Census Tract 555, Queens County, New York",2348,229,535,189,25882,3792,22.7853492333901,25882
36081060800,"Census Tract 608, Queens County, New York",1662,228,95,44,30513,6490,5.71600481347774,30513
36081066000,"Census Tract 660, Queens County, New York",3674,388,200,162,,,5.44365813826892,
36081069500,"Census Tract 695, Queens County, New York",1773,162,168,62,,,9.47546531302877,
36081077906,"Census Tract 779.06, Queens County, New York",3241,453,346,189,,,10.6757173711817,
36081115500,"Census Tract 1155, Queens County, New York",2350,327,225,136,,,9.57446808510638,
36081118700,"Census Tract 1187, Queens County, New York",2404,266,382,182,21630,4010,15.8901830282862,21630
36081143500,"Census Tract 1435, Queens County, New York",2153,250,134,90,,,6.22387366465397,
36085000300,"Census Tract 3, Richmond County, New York",1738,300,316,200,35556,9621,18.1818181818182,35556
36085002900,"Census Tract 29, Richmond County, New York",5781,673,1856,497,,,32.1051721155509,
36085018701,"Census Tract 187.01, Richmond County, New York",1742,175,223,138,,,12.8013777267509,
36085027704,"Census Tract 277.04, Richmond County, New York",4357,358,215,177,,,4.93458801927932,
36087011301,"Census Tract 113.01, Rockland County, New York",7561,592,1058,455,,,13.9928580875546,
36087011901,"Census Tract 119.01, Rockland County, New York",3664,267,290,188,,,7.91484716157205,
36091060503,"Census Tract 605.03, Saratoga County, New York",2207,165,138,55,31114,3055,6.25283189850476,31114
36093020600,"Census Tract 206, Schenectady County, New York",2934,331,264,222,30404,4608,8.99795501022495,30404
36093020800,"Census Tract 208, Schenectady County, New York",3341,546,1180,430,19757,3089,35.3187668362766,19757
36101962600,"Census Tract 9626, Steuben County, New York",2655,258,375,148,,,14.1242937853107,
36103110402,"Census Tract 1104.02, Suffolk County, New York",3205,185,123,121,40455,10993,3.83775351014041,40455
36103112204,"Census Tract 1122.04, Suffolk County, New York",3960,215,166,105,,,4.19191919191919,
36103122405,"Census Tract 1224.05, Suffolk County, New York",3780,298,271,171,37083,4902,7.16931216931217,37083
36103135402,"Census Tract 1354.02, Suffolk County, New York",7030,438,139,133,,,1.97724039829303,
36103146203,"Census Tract 1462.03, Suffolk County, New York",5484,806,765,354,23768,4216,13.9496717724289,23768
36103146611,"Census Tract 1466.11, Suffolk County, New York",3222,209,201,139,,,6.23836126629423,
36103147401,"Census Tract 1474.01, Suffolk County, New York",5841,662,383,268,39966,7283,6.55709638760486,39966
36103158707,"Census Tract 1587.07, Suffolk County, New York",1709,100,68,39,42941,6957,3.97893504973669,42941
36103159512,"Census Tract 1595.12, Suffolk County, New York",2420,206,257,148,,,10.6198347107438,
36105952200,"Census Tract 9522, Sullivan County, New York",1437,156,176,94,29904,6028,12.2477383437717,29904
36109000100,"Census Tract 1, Tompkins County, New York",1465,203,414,235,29803,4197,28.259385665529,29803
36111952000,"Census Tract 9520, Ulster County, New York",2423,240,521,160,,,21.5022699133306,
36117020900,"Census Tract 209, Wayne County, New York",5485,286,1223,439,21541,2031,22.2971741112124,21541
36119001200,"Census Tract 12, Westchester County, New York",4050,499,1409,423,,,34.7901234567901,
36119002107,"Census Tract 21.07, Westchester County, New York",1829,210,323,175,25921,13748,17.6599234554401,25921
36119009300,"Census Tract 93, Westchester County, New York",3600,540,1240,634,,,34.4444444444444,
36119012400,"Census Tract 124, Westchester County, New York",5209,23,175,125,,,3.35956997504319,
36119014907,"Census Tract 149.07, Westchester County, New York",4208,312,64,60,,,1.52091254752852,
36001000401,"Census Tract 4.01, Albany County, New York",2423,191,126,74,31061,4627,5.20016508460586,31061
36005036902,"Census Tract 369.02, Bronx County, New York",2236,241,1012,292,14048,2639,45.2593917710197,14048
36029001500,"Census Tract 15, Erie County, New York",1522,197,618,236,17608,5313,40.6044678055191,17608
36047004400,"Census Tract 44, Kings County, New York",2420,184,118,89,,,4.87603305785124,
36047064800,"Census Tract 648, Kings County, New York",1918,192,105,67,,,5.47445255474453,
36055013505,"Census Tract 135.05, Monroe County, New York",3849,263,315,177,30008,5937,8.18394388152767,30008
36067001000,"Census Tract 10, Onondaga County, New York",4464,565,1325,528,25747,4910,29.6818996415771,25747
36081012400,"Census Tract 124, Queens County, New York",3118,318,646,228,,,20.7184092366902,
36081056700,"Census Tract 567, Queens County, New York",4231,516,290,249,34817,3683,6.85417159064051,34817
36081084601,"Census Tract 846.01, Queens County, New York",2671,353,233,128,28482,4857,8.72332459752902,28482
36101962300,"Census Tract 9623, Steuben County, New York",8423,40,644,241,,,7.64573192449246,
36103146205,"Census Tract 1462.05, Suffolk County, New York",2111,184,12,10,44028,7428,0.568450971103742,44028
36113070400,"Census Tract 704, Warren County, New York",3897,265,535,247,,,13.7285091095715,
36007013900,"Census Tract 139, Broome County, New York",2530,293,879,278,,,34.7430830039526,
36005024502,"Census Tract 245.02, Bronx County, New York",3619,528,1962,545,,,54.2138712351478,
36005037000,"Census Tract 370, Bronx County, New York",2463,259,313,162,28177,3764,12.7080795777507,28177
36047043500,"Census Tract 435, Kings County, New York",5156,621,1272,436,20313,2237,24.6702870442203,20313
36047058800,"Census Tract 588, Kings County, New York",3505,461,681,296,28656,8007,19.4293865905849,28656
36047070600,"Census Tract 706, Kings County, New York",2748,263,19,22,35718,5255,0.691411935953421,35718
36047087200,"Census Tract 872, Kings County, New York",2726,308,417,173,,,15.2971386647102,
36081084000,"Census Tract 840, Queens County, New York",6455,568,550,295,27518,4333,8.52052672347018,27518
36047111600,"Census Tract 1116, Kings County, New York",3739,586,1377,565,,,36.8280288847285,
36081129104,"Census Tract 1291.04, Queens County, New York",4241,262,251,153,53912,11628,5.91841546804999,53912
36055007801,"Census Tract 78.01, Monroe County, New York",2425,267,284,79,,,11.7113402061856,
36103159509,"Census Tract 1595.09, Suffolk County, New York",2826,327,500,318,30134,12610,17.6928520877565,30134
36027190402,"Census Tract 1904.02, Dutchess County, New York",3456,309,244,178,35833,10156,7.06018518518518,35833
36119001800,"Census Tract 18, Westchester County, New York",1984,238,244,140,,,12.2983870967742,
36067005800,"Census Tract 58, Onondaga County, New York",2569,275,1211,294,15291,3178,47.1389645776567,15291
36067013600,"Census Tract 136, Onondaga County, New York",3103,314,153,69,30438,4718,4.93071221398647,30438
36047000900,"Census Tract 9, Kings County, New York",4162,382,288,162,,,6.91975012013455,
36047018200,"Census Tract 182, Kings County, New York",3600,416,686,335,,,19.0555555555556,
36081012601,"Census Tract 126.01, Queens County, New York",2728,336,505,221,25880,2924,18.5117302052786,25880
36081032700,"Census Tract 327, Queens County, New York",4112,463,724,357,,,17.6070038910506,
36027020003,"Census Tract 200.03, Dutchess County, New York",4554,251,349,209,41034,5740,7.66359244620114,41034
36027220901,"Census Tract 2209.01, Dutchess County, New York",3778,480,329,302,26525,2704,8.70831127580731,26525
36029002702,"Census Tract 27.02, Erie County, New York",2600,442,1541,392,11440,1418,59.2692307692308,11440
